2023-02-23 13:31:09, 0, 0, 0
2023-02-23 13:32:00, 0, 0, 0
2023-02-23 13:33:00, 0, 0, 0
2023-02-23 13:34:00, 5, 5, 0
2023-02-23 13:35:00, 6, 6, 0
2023-02-23 13:36:00, 6, 6, 0
2023-02-23 13:37:00, 6, 6, 0
2023-02-23 13:38:00, 7, 7, 0
2023-02-23 13:39:00, 8, 7, 1
2023-02-23 13:40:00, 8, 7, 1
2023-02-23 13:41:00, 8, 7, 1
2023-02-23 13:42:00, 8, 7, 1
2023-02-23 13:43:00, 8, 7, 1
2023-02-23 13:44:00, 8, 7, 1
2023-02-23 13:45:00, 8, 7, 1
2023-02-23 13:46:00, 8, 7, 1
2023-02-23 13:47:00, 9, 7, 2
